service_type,pickup_slug,dropoff_slug,vehicle_class_slug,distance_km,estimated_duration_min,price,return_price,price_per_km,return_multiplier,active,needs_review,source_label,suggested_price,premium_delta,estimated_cost,estimated_margin,estimated_margin_percent,competitor_price_low,competitor_price_high,market_position,psychological_price,confidence_score,pricing_status,review_notes
intercity,den-haag,rotterdam,executive-ev,27,24,76,137,2.81,1.80,false,true,Den Haag → Rotterdam,65,18,35.62,40.38,53.1,51,67,Premium,65,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,den-haag,rotterdam,business,27,24,76,137,2.81,1.80,false,true,Den Haag → Rotterdam,65,18,35.62,40.38,53.1,51,67,Premium,65,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,den-haag,utrecht,executive-ev,76,68,149,268,1.96,1.80,false,true,Den Haag → Utrecht,160,2,87.88,61.12,41.0,129,169,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,den-haag,utrecht,business,76,68,149,268,1.96,1.80,false,true,Den Haag → Utrecht,160,2,87.88,61.12,41.0,129,169,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,den-haag,almere,executive-ev,98,88,182,328,1.86,1.80,false,true,Den Haag → Almere,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,den-haag,almere,business,98,88,182,328,1.86,1.80,false,true,Den Haag → Almere,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,den-haag,eindhoven,executive-ev,144,130,251,452,1.74,1.80,false,true,Den Haag → Eindhoven,293,-20,161.08,89.92,35.8,238,312,Market,295,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,den-haag,eindhoven,business,144,130,251,452,1.74,1.80,false,true,Den Haag → Eindhoven,293,-20,161.08,89.92,35.8,238,312,Market,295,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,utrecht,amsterdam,business,46,41,104,187,2.26,1.80,false,true,Utrecht → Amsterdam,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,utrecht,rotterdam,executive-ev,65,59,133,239,2.05,1.80,false,true,Utrecht → Rotterdam,140,6,76.78,56.22,42.3,112,146,Market,139,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,utrecht,rotterdam,business,65,59,133,239,2.05,1.80,false,true,Utrecht → Rotterdam,140,6,76.78,56.22,42.3,112,146,Market,139,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,utrecht,den-haag,executive-ev,76,68,149,268,1.96,1.80,false,true,Utrecht → Den Haag,160,2,87.88,61.12,41.0,129,169,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,utrecht,den-haag,business,76,68,149,268,1.96,1.80,false,true,Utrecht → Den Haag,160,2,87.88,61.12,41.0,129,169,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,utrecht,almere,executive-ev,41,37,97,175,2.37,1.80,false,true,Utrecht → Almere,92,13,50.86,46.14,47.6,74,97,Premium,89,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,utrecht,almere,business,41,37,97,175,2.37,1.80,false,true,Utrecht → Almere,92,13,50.86,46.14,47.6,74,97,Premium,89,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,utrecht,eindhoven,executive-ev,103,93,190,342,1.84,1.80,false,true,Utrecht → Eindhoven,213,-7,117.22,72.78,38.3,173,227,Market,215,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,utrecht,eindhoven,business,103,93,190,342,1.84,1.80,false,true,Utrecht → Eindhoven,213,-7,117.22,72.78,38.3,173,227,Market,215,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere,amsterdam,business,33,30,85,153,2.58,1.80,false,true,Almere → Amsterdam,77,16,42.46,42.54,50.0,61,79,Premium,75,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere,rotterdam,executive-ev,97,87,181,326,1.87,1.80,false,true,Almere → Rotterdam,201,-4,110.38,70.62,39.0,163,213,Market,199,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere,rotterdam,business,97,87,181,326,1.87,1.80,false,true,Almere → Rotterdam,201,-4,110.38,70.62,39.0,163,213,Market,199,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere,den-haag,executive-ev,98,88,182,328,1.86,1.80,false,true,Almere → Den Haag,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere,den-haag,business,98,88,182,328,1.86,1.80,false,true,Almere → Den Haag,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere,utrecht,business,41,37,97,175,2.37,1.80,false,true,Almere → Utrecht,92,13,50.86,46.14,47.6,74,97,Premium,89,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere,eindhoven,executive-ev,138,124,242,436,1.75,1.80,false,true,Almere → Eindhoven,280,-18,154.24,87.76,36.3,229,299,Market,279,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere,eindhoven,business,138,124,242,436,1.75,1.80,false,true,Almere → Eindhoven,280,-18,154.24,87.76,36.3,229,299,Market,279,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,eindhoven,amsterdam,executive-ev,149,134,259,466,1.74,1.80,false,true,Eindhoven → Amsterdam,302,-21,166.06,92.94,35.9,246,322,Market,299,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,eindhoven,amsterdam,business,149,134,259,466,1.74,1.80,false,true,Eindhoven → Amsterdam,302,-21,166.06,92.94,35.9,246,322,Market,299,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,eindhoven,rotterdam,executive-ev,117,105,211,380,1.80,1.80,false,true,Eindhoven → Rotterdam,240,-11,131.74,79.26,37.6,195,255,Market,239,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,eindhoven,rotterdam,business,117,105,211,380,1.80,1.80,false,true,Eindhoven → Rotterdam,240,-11,131.74,79.26,37.6,195,255,Market,239,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,eindhoven,den-haag,executive-ev,144,130,251,452,1.74,1.80,false,true,Eindhoven → Den Haag,293,-20,161.08,89.92,35.8,238,312,Market,295,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,eindhoven,den-haag,business,144,130,251,452,1.74,1.80,false,true,Eindhoven → Den Haag,293,-20,161.08,89.92,35.8,238,312,Market,295,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,eindhoven,utrecht,executive-ev,103,93,190,342,1.84,1.80,false,true,Eindhoven → Utrecht,213,-7,117.22,72.78,38.3,173,227,Market,215,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,eindhoven,utrecht,business,103,93,190,342,1.84,1.80,false,true,Eindhoven → Utrecht,213,-7,117.22,72.78,38.3,173,227,Market,215,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,eindhoven,almere,executive-ev,138,124,242,436,1.75,1.80,false,true,Eindhoven → Almere,280,-18,154.24,87.76,36.3,229,299,Market,279,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,eindhoven,almere,business,138,124,242,436,1.75,1.80,false,true,Eindhoven → Almere,280,-18,154.24,87.76,36.3,229,299,Market,279,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-poort,amsterdam,executive-ev,33,30,85,153,2.58,1.80,false,true,Almere Poort → Amsterdam,77,16,42.46,42.54,50.0,61,79,Premium,75,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-poort,amsterdam,business,33,30,85,153,2.58,1.80,false,true,Almere Poort → Amsterdam,77,16,42.46,42.54,50.0,61,79,Premium,75,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-poort,rotterdam,executive-ev,97,87,181,326,1.87,1.80,false,true,Almere Poort → Rotterdam,201,-4,110.38,70.62,39.0,163,213,Market,199,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-poort,rotterdam,business,97,87,181,326,1.87,1.80,false,true,Almere Poort → Rotterdam,201,-4,110.38,70.62,39.0,163,213,Market,199,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-poort,den-haag,executive-ev,98,88,182,328,1.86,1.80,false,true,Almere Poort → Den Haag,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-poort,den-haag,business,98,88,182,328,1.86,1.80,false,true,Almere Poort → Den Haag,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-poort,utrecht,executive-ev,41,37,97,175,2.37,1.80,false,true,Almere Poort → Utrecht,92,13,50.86,46.14,47.6,74,97,Premium,89,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-poort,utrecht,business,41,37,97,175,2.37,1.80,false,true,Almere Poort → Utrecht,92,13,50.86,46.14,47.6,74,97,Premium,89,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-stad-centrum,amsterdam,executive-ev,33,30,85,153,2.58,1.80,false,true,Almere Stad Centrum → Amsterdam,77,16,42.46,42.54,50.0,61,79,Premium,75,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-stad-centrum,amsterdam,business,33,30,85,153,2.58,1.80,false,true,Almere Stad Centrum → Amsterdam,77,16,42.46,42.54,50.0,61,79,Premium,75,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-stad-centrum,rotterdam,executive-ev,97,87,181,326,1.87,1.80,false,true,Almere Stad Centrum → Rotterdam,201,-4,110.38,70.62,39.0,163,213,Market,199,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-stad-centrum,rotterdam,business,97,87,181,326,1.87,1.80,false,true,Almere Stad Centrum → Rotterdam,201,-4,110.38,70.62,39.0,163,213,Market,199,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-stad-centrum,den-haag,executive-ev,98,88,182,328,1.86,1.80,false,true,Almere Stad Centrum → Den Haag,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-stad-centrum,den-haag,business,98,88,182,328,1.86,1.80,false,true,Almere Stad Centrum → Den Haag,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-stad-centrum,utrecht,executive-ev,41,37,97,175,2.37,1.80,false,true,Almere Stad Centrum → Utrecht,92,13,50.86,46.14,47.6,74,97,Premium,89,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-stad-centrum,utrecht,business,41,37,97,175,2.37,1.80,false,true,Almere Stad Centrum → Utrecht,92,13,50.86,46.14,47.6,74,97,Premium,89,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-haven,amsterdam,executive-ev,33,30,85,153,2.58,1.80,false,true,Almere Haven → Amsterdam,77,16,42.46,42.54,50.0,61,79,Premium,75,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-haven,amsterdam,business,33,30,85,153,2.58,1.80,false,true,Almere Haven → Amsterdam,77,16,42.46,42.54,50.0,61,79,Premium,75,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-haven,rotterdam,executive-ev,97,87,181,326,1.87,1.80,false,true,Almere Haven → Rotterdam,201,-4,110.38,70.62,39.0,163,213,Market,199,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-haven,rotterdam,business,97,87,181,326,1.87,1.80,false,true,Almere Haven → Rotterdam,201,-4,110.38,70.62,39.0,163,213,Market,199,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-haven,den-haag,executive-ev,98,88,182,328,1.86,1.80,false,true,Almere Haven → Den Haag,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-haven,den-haag,business,98,88,182,328,1.86,1.80,false,true,Almere Haven → Den Haag,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-haven,utrecht,executive-ev,41,37,97,175,2.37,1.80,false,true,Almere Haven → Utrecht,92,13,50.86,46.14,47.6,74,97,Premium,89,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-haven,utrecht,business,41,37,97,175,2.37,1.80,false,true,Almere Haven → Utrecht,92,13,50.86,46.14,47.6,74,97,Premium,89,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-muziekwijk,amsterdam,executive-ev,33,30,85,153,2.58,1.80,false,true,Almere Muziekwijk → Amsterdam,77,16,42.46,42.54,50.0,61,79,Premium,75,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-muziekwijk,amsterdam,business,33,30,85,153,2.58,1.80,false,true,Almere Muziekwijk → Amsterdam,77,16,42.46,42.54,50.0,61,79,Premium,75,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-muziekwijk,rotterdam,executive-ev,97,87,181,326,1.87,1.80,false,true,Almere Muziekwijk → Rotterdam,201,-4,110.38,70.62,39.0,163,213,Market,199,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-muziekwijk,rotterdam,business,97,87,181,326,1.87,1.80,false,true,Almere Muziekwijk → Rotterdam,201,-4,110.38,70.62,39.0,163,213,Market,199,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-muziekwijk,den-haag,executive-ev,98,88,182,328,1.86,1.80,false,true,Almere Muziekwijk → Den Haag,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-muziekwijk,den-haag,business,98,88,182,328,1.86,1.80,false,true,Almere Muziekwijk → Den Haag,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-muziekwijk,utrecht,executive-ev,41,37,97,175,2.37,1.80,false,true,Almere Muziekwijk → Utrecht,92,13,50.86,46.14,47.6,74,97,Premium,89,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-muziekwijk,utrecht,business,41,37,97,175,2.37,1.80,false,true,Almere Muziekwijk → Utrecht,92,13,50.86,46.14,47.6,74,97,Premium,89,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-buiten,amsterdam,executive-ev,33,30,85,153,2.58,1.80,false,true,Almere Buiten → Amsterdam,77,16,42.46,42.54,50.0,61,79,Premium,75,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-buiten,amsterdam,business,33,30,85,153,2.58,1.80,false,true,Almere Buiten → Amsterdam,77,16,42.46,42.54,50.0,61,79,Premium,75,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-buiten,rotterdam,executive-ev,97,87,181,326,1.87,1.80,false,true,Almere Buiten → Rotterdam,201,-4,110.38,70.62,39.0,163,213,Market,199,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-buiten,rotterdam,business,97,87,181,326,1.87,1.80,false,true,Almere Buiten → Rotterdam,201,-4,110.38,70.62,39.0,163,213,Market,199,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-buiten,den-haag,executive-ev,98,88,182,328,1.86,1.80,false,true,Almere Buiten → Den Haag,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-buiten,den-haag,business,98,88,182,328,1.86,1.80,false,true,Almere Buiten → Den Haag,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-buiten,utrecht,executive-ev,41,37,97,175,2.37,1.80,false,true,Almere Buiten → Utrecht,92,13,50.86,46.14,47.6,74,97,Premium,89,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-buiten,utrecht,business,41,37,97,175,2.37,1.80,false,true,Almere Buiten → Utrecht,92,13,50.86,46.14,47.6,74,97,Premium,89,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-hout,amsterdam,executive-ev,33,30,85,153,2.58,1.80,false,true,Almere Hout → Amsterdam,77,16,42.46,42.54,50.0,61,79,Premium,75,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-hout,amsterdam,business,33,30,85,153,2.58,1.80,false,true,Almere Hout → Amsterdam,77,16,42.46,42.54,50.0,61,79,Premium,75,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-hout,rotterdam,executive-ev,97,87,181,326,1.87,1.80,false,true,Almere Hout → Rotterdam,201,-4,110.38,70.62,39.0,163,213,Market,199,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-hout,rotterdam,business,97,87,181,326,1.87,1.80,false,true,Almere Hout → Rotterdam,201,-4,110.38,70.62,39.0,163,213,Market,199,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-hout,den-haag,executive-ev,98,88,182,328,1.86,1.80,false,true,Almere Hout → Den Haag,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-hout,den-haag,business,98,88,182,328,1.86,1.80,false,true,Almere Hout → Den Haag,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-hout,utrecht,executive-ev,41,37,97,175,2.37,1.80,false,true,Almere Hout → Utrecht,92,13,50.86,46.14,47.6,74,97,Premium,89,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-hout,utrecht,business,41,37,97,175,2.37,1.80,false,true,Almere Hout → Utrecht,92,13,50.86,46.14,47.6,74,97,Premium,89,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-oostvaarders,amsterdam,executive-ev,33,30,85,153,2.58,1.80,false,true,Almere Oostvaarders → Amsterdam,77,16,42.46,42.54,50.0,61,79,Premium,75,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-oostvaarders,amsterdam,business,33,30,85,153,2.58,1.80,false,true,Almere Oostvaarders → Amsterdam,77,16,42.46,42.54,50.0,61,79,Premium,75,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-oostvaarders,rotterdam,executive-ev,97,87,181,326,1.87,1.80,false,true,Almere Oostvaarders → Rotterdam,201,-4,110.38,70.62,39.0,163,213,Market,199,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-oostvaarders,rotterdam,business,97,87,181,326,1.87,1.80,false,true,Almere Oostvaarders → Rotterdam,201,-4,110.38,70.62,39.0,163,213,Market,199,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-oostvaarders,den-haag,executive-ev,98,88,182,328,1.86,1.80,false,true,Almere Oostvaarders → Den Haag,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-oostvaarders,den-haag,business,98,88,182,328,1.86,1.80,false,true,Almere Oostvaarders → Den Haag,203,-5,111.52,70.48,38.7,165,215,Market,205,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-oostvaarders,utrecht,executive-ev,41,37,97,175,2.37,1.80,false,true,Almere Oostvaarders → Utrecht,92,13,50.86,46.14,47.6,74,97,Premium,89,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,almere-oostvaarders,utrecht,business,41,37,97,175,2.37,1.80,false,true,Almere Oostvaarders → Utrecht,92,13,50.86,46.14,47.6,74,97,Premium,89,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-zuidas,rotterdam,executive-ev,77,69,151,272,1.96,1.80,false,true,Amsterdam Zuidas → Rotterdam,162,2,89.02,61.98,41.0,131,171,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-zuidas,rotterdam,business,77,69,151,272,1.96,1.80,false,true,Amsterdam Zuidas → Rotterdam,162,2,89.02,61.98,41.0,131,171,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-zuidas,den-haag,executive-ev,71,64,142,256,2.00,1.80,false,true,Amsterdam Zuidas → Den Haag,151,4,82.9,59.1,41.6,121,159,Market,149,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-zuidas,den-haag,business,71,64,142,256,2.00,1.80,false,true,Amsterdam Zuidas → Den Haag,151,4,82.9,59.1,41.6,121,159,Market,149,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-zuidas,utrecht,executive-ev,46,41,104,187,2.26,1.80,false,true,Amsterdam Zuidas → Utrecht,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-zuidas,utrecht,business,46,41,104,187,2.26,1.80,false,true,Amsterdam Zuidas → Utrecht,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-zuidas,eindhoven,executive-ev,149,134,259,466,1.74,1.80,false,true,Amsterdam Zuidas → Eindhoven,302,-21,166.06,92.94,35.9,246,322,Market,299,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-zuidas,eindhoven,business,149,134,259,466,1.74,1.80,false,true,Amsterdam Zuidas → Eindhoven,302,-21,166.06,92.94,35.9,246,322,Market,299,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-centrum,rotterdam,executive-ev,77,69,151,272,1.96,1.80,false,true,Amsterdam Centrum → Rotterdam,162,2,89.02,61.98,41.0,131,171,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-centrum,rotterdam,business,77,69,151,272,1.96,1.80,false,true,Amsterdam Centrum → Rotterdam,162,2,89.02,61.98,41.0,131,171,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-centrum,den-haag,executive-ev,71,64,142,256,2.00,1.80,false,true,Amsterdam Centrum → Den Haag,151,4,82.9,59.1,41.6,121,159,Market,149,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-centrum,den-haag,business,71,64,142,256,2.00,1.80,false,true,Amsterdam Centrum → Den Haag,151,4,82.9,59.1,41.6,121,159,Market,149,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-centrum,utrecht,executive-ev,46,41,104,187,2.26,1.80,false,true,Amsterdam Centrum → Utrecht,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-centrum,utrecht,business,46,41,104,187,2.26,1.80,false,true,Amsterdam Centrum → Utrecht,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-centrum,eindhoven,executive-ev,149,134,259,466,1.74,1.80,false,true,Amsterdam Centrum → Eindhoven,302,-21,166.06,92.94,35.9,246,322,Market,299,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-centrum,eindhoven,business,149,134,259,466,1.74,1.80,false,true,Amsterdam Centrum → Eindhoven,302,-21,166.06,92.94,35.9,246,322,Market,299,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-oud-zuid-de-pijp,rotterdam,executive-ev,77,69,151,272,1.96,1.80,false,true,Amsterdam Oud-Zuid / De Pijp → Rotterdam,162,2,89.02,61.98,41.0,131,171,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-oud-zuid-de-pijp,rotterdam,business,77,69,151,272,1.96,1.80,false,true,Amsterdam Oud-Zuid / De Pijp → Rotterdam,162,2,89.02,61.98,41.0,131,171,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-oud-zuid-de-pijp,den-haag,executive-ev,71,64,142,256,2.00,1.80,false,true,Amsterdam Oud-Zuid / De Pijp → Den Haag,151,4,82.9,59.1,41.6,121,159,Market,149,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-oud-zuid-de-pijp,den-haag,business,71,64,142,256,2.00,1.80,false,true,Amsterdam Oud-Zuid / De Pijp → Den Haag,151,4,82.9,59.1,41.6,121,159,Market,149,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-oud-zuid-de-pijp,utrecht,executive-ev,46,41,104,187,2.26,1.80,false,true,Amsterdam Oud-Zuid / De Pijp → Utrecht,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-oud-zuid-de-pijp,utrecht,business,46,41,104,187,2.26,1.80,false,true,Amsterdam Oud-Zuid / De Pijp → Utrecht,102,11,55.84,48.16,46.3,82,107,Market,99,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-oud-zuid-de-pijp,eindhoven,executive-ev,149,134,259,466,1.74,1.80,false,true,Amsterdam Oud-Zuid / De Pijp → Eindhoven,302,-21,166.06,92.94,35.9,246,322,Market,299,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-oud-zuid-de-pijp,eindhoven,business,149,134,259,466,1.74,1.80,false,true,Amsterdam Oud-Zuid / De Pijp → Eindhoven,302,-21,166.06,92.94,35.9,246,322,Market,299,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-oost,rotterdam,executive-ev,77,69,151,272,1.96,1.80,false,true,Amsterdam Oost → Rotterdam,162,2,89.02,61.98,41.0,131,171,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-oost,rotterdam,business,77,69,151,272,1.96,1.80,false,true,Amsterdam Oost → Rotterdam,162,2,89.02,61.98,41.0,131,171,Market,159,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
intercity,amsterdam-oost,den-haag,executive-ev,71,64,142,256,2.00,1.80,false,true,Amsterdam Oost → Den Haag,151,4,82.9,59.1,41.6,121,159,Market,149,50,Needs Review,Placeholder — prijs te controleren. Marktdata = placeholder.
